Data storage initialized.

Single GPU detected. Setting up the simulation there.
Start preparing data.
Finished data prepartion.

Starting optimization.
Seed set to 2174089859

Starting individual 1 of 10 in generation 1 of 100.
Epoch 1/100 done. Train accuracy: 3.57%, Test accuracy: 4.43%, Loss: 85.86923.
Epoch 21/100 done. Train accuracy: 3.67%, Test accuracy: 3.59%, Loss: 4.39189.
Epoch 22/100 done. Train accuracy: 4.11%, Test accuracy: 4.43%, Loss: 4.35512.
Epoch 23/100 done. Train accuracy: 3.44%, Test accuracy: 4.33%, Loss: 4.30879.
Epoch 24/100 done. Train accuracy: 3.64%, Test accuracy: 3.85%, Loss: 4.28346.
Epoch 25/100 done. Train accuracy: 3.82%, Test accuracy: 3.78%, Loss: 4.26808.
Epoch 26/100 done. Train accuracy: 3.95%, Test accuracy: 4.01%, Loss: 4.25590.
Epoch 27/100 done. Train accuracy: 3.50%, Test accuracy: 3.42%, Loss: 4.23417.
Epoch 28/100 done. Train accuracy: 3.60%, Test accuracy: 4.33%, Loss: 4.21018.
Epoch 29/100 done. Train accuracy: 4.03%, Test accuracy: 3.12%, Loss: 4.18989.
Epoch 30/100 done. Train accuracy: 3.49%, Test accuracy: 3.68%, Loss: 4.17941.
Epoch 31/100 done. Train accuracy: 3.65%, Test accuracy: 3.76%, Loss: 4.17647.
Epoch 32/100 done. Train accuracy: 3.80%, Test accuracy: 3.59%, Loss: 4.14714.
Epoch 33/100 done. Train accuracy: 4.02%, Test accuracy: 3.85%, Loss: 4.11161.
Epoch 34/100 done. Train accuracy: 3.91%, Test accuracy: 4.11%, Loss: 4.08672.
Epoch 35/100 done. Train accuracy: 3.92%, Test accuracy: 3.69%, Loss: 4.07912.
Epoch 36/100 done. Train accuracy: 4.24%, Test accuracy: 3.65%, Loss: 4.06139.
Epoch 37/100 done. Train accuracy: 3.76%, Test accuracy: 3.03%, Loss: 4.06626.
Epoch 38/100 done. Train accuracy: 3.72%, Test accuracy: 3.49%, Loss: 4.06304.
Epoch 39/100 done. Train accuracy: 4.10%, Test accuracy: 3.32%, Loss: 4.02578.
Epoch 40/100 done. Train accuracy: 3.86%, Test accuracy: 2.97%, Loss: 4.02719.
Epoch 41/100 done. Train accuracy: 3.79%, Test accuracy: 3.49%, Loss: 4.02585.
Epoch 42/100 done. Train accuracy: 3.79%, Test accuracy: 3.26%, Loss: 4.02145.
Epoch 43/100 done. Train accuracy: 4.01%, Test accuracy: 4.31%, Loss: 4.00794.
Epoch 44/100 done. Train accuracy: 3.71%, Test accuracy: 2.93%, Loss: 3.99916.
Epoch 45/100 done. Train accuracy: 3.80%, Test accuracy: 3.76%, Loss: 3.98197.
Epoch 46/100 done. Train accuracy: 3.25%, Test accuracy: 4.17%, Loss: 3.97897.
Epoch 47/100 done. Train accuracy: 3.82%, Test accuracy: 3.56%, Loss: 3.97406.
Epoch 48/100 done. Train accuracy: 3.58%, Test accuracy: 3.72%, Loss: 3.97785.
Epoch 49/100 done. Train accuracy: 3.39%, Test accuracy: 3.26%, Loss: 3.96589.
Epoch 50/100 done. Train accuracy: 3.89%, Test accuracy: 3.23%, Loss: 3.96457.
Epoch 51/100 done. Train accuracy: 3.90%, Test accuracy: 3.68%, Loss: 3.96102.
Epoch 52/100 done. Train accuracy: 3.95%, Test accuracy: 3.69%, Loss: 3.93448.
Epoch 53/100 done. Train accuracy: 3.69%, Test accuracy: 3.62%, Loss: 3.93578.
Epoch 54/100 done. Train accuracy: 3.58%, Test accuracy: 3.26%, Loss: 3.92805.
Epoch 55/100 done. Train accuracy: 3.74%, Test accuracy: 3.10%, Loss: 3.91414.
Epoch 56/100 done. Train accuracy: 3.79%, Test accuracy: 3.30%, Loss: 3.92208.
Epoch 57/100 done. Train accuracy: 3.62%, Test accuracy: 3.03%, Loss: 3.90711.
Epoch 58/100 done. Train accuracy: 3.32%, Test accuracy: 3.26%, Loss: 3.91932.
Epoch 59/100 done. Train accuracy: 3.68%, Test accuracy: 3.82%, Loss: 3.89174.
Epoch 60/100 done. Train accuracy: 4.07%, Test accuracy: 3.42%, Loss: 3.88058.
Epoch 61/100 done. Train accuracy: 3.71%, Test accuracy: 3.89%, Loss: 3.88767.
Epoch 62/100 done. Train accuracy: 3.59%, Test accuracy: 3.91%, Loss: 3.87647.
Epoch 63/100 done. Train accuracy: 3.91%, Test accuracy: 3.78%, Loss: 3.87105.
Epoch 64/100 done. Train accuracy: 3.88%, Test accuracy: 3.78%, Loss: 3.87298.
Epoch 65/100 done. Train accuracy: 3.79%, Test accuracy: 3.89%, Loss: 3.84784.
Epoch 66/100 done. Train accuracy: 3.68%, Test accuracy: 3.39%, Loss: 3.84971.
Epoch 67/100 done. Train accuracy: 3.83%, Test accuracy: 3.19%, Loss: 3.84396.
Epoch 68/100 done. Train accuracy: 3.84%, Test accuracy: 2.97%, Loss: 3.83715.
Epoch 69/100 done. Train accuracy: 3.49%, Test accuracy: 3.29%, Loss: 3.84527.
Epoch 70/100 done. Train accuracy: 4.01%, Test accuracy: 3.91%, Loss: 3.82957.
Epoch 71/100 done. Train accuracy: 4.07%, Test accuracy: 3.58%, Loss: 3.82365.
Epoch 72/100 done. Train accuracy: 4.13%, Test accuracy: 4.11%, Loss: 3.82172.
Epoch 73/100 done. Train accuracy: 3.88%, Test accuracy: 3.16%, Loss: 3.82007.
Epoch 74/100 done. Train accuracy: 3.87%, Test accuracy: 3.52%, Loss: 3.81715.
Epoch 75/100 done. Train accuracy: 3.97%, Test accuracy: 3.65%, Loss: 3.81451.
Epoch 76/100 done. Train accuracy: 3.72%, Test accuracy: 3.94%, Loss: 3.80357.
Epoch 77/100 done. Train accuracy: 3.86%, Test accuracy: 3.45%, Loss: 3.80902.
Epoch 78/100 done. Train accuracy: 3.97%, Test accuracy: 4.96%, Loss: 3.80465.
Epoch 79/100 done. Train accuracy: 4.29%, Test accuracy: 3.94%, Loss: 3.78993.
Epoch 80/100 done. Train accuracy: 3.97%, Test accuracy: 3.85%, Loss: 3.78566.
Epoch 81/100 done. Train accuracy: 4.02%, Test accuracy: 4.11%, Loss: 3.78265.
Epoch 82/100 done. Train accuracy: 3.87%, Test accuracy: 3.03%, Loss: 3.79611.
Epoch 83/100 done. Train accuracy: 3.78%, Test accuracy: 3.62%, Loss: 3.78661.
Epoch 84/100 done. Train accuracy: 3.68%, Test accuracy: 3.75%, Loss: 3.79283.
Epoch 85/100 done. Train accuracy: 3.90%, Test accuracy: 4.08%, Loss: 3.78368.
Epoch 86/100 done. Train accuracy: 4.17%, Test accuracy: 3.94%, Loss: 3.78234.
Epoch 87/100 done. Train accuracy: 3.62%, Test accuracy: 3.66%, Loss: 3.77977.
Epoch 88/100 done. Train accuracy: 3.57%, Test accuracy: 4.57%, Loss: 3.78304.
Epoch 89/100 done. Train accuracy: 3.49%, Test accuracy: 3.30%, Loss: 3.77236.
Epoch 90/100 done. Train accuracy: 4.08%, Test accuracy: 4.37%, Loss: 3.77072.
Epoch 91/100 done. Train accuracy: 4.24%, Test accuracy: 3.76%, Loss: 3.76043.
Epoch 92/100 done. Train accuracy: 4.07%, Test accuracy: 4.48%, Loss: 3.75978.
Epoch 93/100 done. Train accuracy: 4.28%, Test accuracy: 4.11%, Loss: 3.74705.
Epoch 94/100 done. Train accuracy: 3.82%, Test accuracy: 4.48%, Loss: 3.74385.
Epoch 95/100 done. Train accuracy: 3.81%, Test accuracy: 3.59%, Loss: 3.73884.
Epoch 96/100 done. Train accuracy: 3.61%, Test accuracy: 3.76%, Loss: 3.73049.
Epoch 97/100 done. Train accuracy: 3.84%, Test accuracy: 4.18%, Loss: 3.72562.
Epoch 98/100 done. Train accuracy: 3.79%, Test accuracy: 4.11%, Loss: 3.71946.
Epoch 99/100 done. Train accuracy: 3.75%, Test accuracy: 4.01%, Loss: 3.72071.
Epoch 100/100 done. Train accuracy: 3.85%, Test accuracy: 3.33%, Loss: 3.71110.

------------------------------------------------------------------------------------
Final results: 
Best training accuracy: 4.29% and according test accuracy: 3.94% at epoch: 79
Best test accuracy: 4.96% and according train accuracy: 3.97% at epoch: 78
------------------------------------------------------------------------------------
------------------------------------------------------------------------------------


Starting individual 2 of 10 in generation 1 of 100.
Epoch 1/100 done. Train accuracy: 3.84%, Test accuracy: 3.78%, Loss: 17.87804.
Epoch 2/100 done. Train accuracy: 3.55%, Test accuracy: 3.55%, Loss: 13.11321.
Epoch 3/100 done. Train accuracy: 3.63%, Test accuracy: 3.59%, Loss: 10.80493.
Epoch 4/100 done. Train accuracy: 3.56%, Test accuracy: 2.28%, Loss: 9.19986.
Epoch 5/100 done. Train accuracy: 3.56%, Test accuracy: 2.97%, Loss: 7.85023.
Epoch 6/100 done. Train accuracy: 3.58%, Test accuracy: 3.88%, Loss: 6.74580.
Epoch 7/100 done. Train accuracy: 3.88%, Test accuracy: 3.42%, Loss: 5.92657.
Epoch 8/100 done. Train accuracy: 3.83%, Test accuracy: 3.10%, Loss: 5.33320.
Epoch 9/100 done. Train accuracy: 4.00%, Test accuracy: 3.07%, Loss: 4.85019.
Epoch 10/100 done. Train accuracy: 4.01%, Test accuracy: 3.23%, Loss: 4.49859.
Epoch 11/100 done. Train accuracy: 4.21%, Test accuracy: 3.10%, Loss: 4.27754.
Epoch 12/100 done. Train accuracy: 4.56%, Test accuracy: 4.02%, Loss: 4.07881.
Epoch 13/100 done. Train accuracy: 4.16%, Test accuracy: 3.46%, Loss: 3.94523.
Epoch 14/100 done. Train accuracy: 4.39%, Test accuracy: 3.49%, Loss: 3.84610.
Epoch 15/100 done. Train accuracy: 4.41%, Test accuracy: 3.85%, Loss: 3.76477.
Epoch 16/100 done. Train accuracy: 4.19%, Test accuracy: 3.52%, Loss: 3.70236.
Epoch 17/100 done. Train accuracy: 4.85%, Test accuracy: 4.08%, Loss: 3.66020.
Epoch 18/100 done. Train accuracy: 5.43%, Test accuracy: 3.73%, Loss: 3.60569.
Epoch 19/100 done. Train accuracy: 5.28%, Test accuracy: 3.40%, Loss: 3.58258.
Epoch 20/100 done. Train accuracy: 5.42%, Test accuracy: 3.66%, Loss: 3.56132.
Epoch 21/100 done. Train accuracy: 5.47%, Test accuracy: 3.62%, Loss: 3.53396.
Epoch 22/100 done. Train accuracy: 5.50%, Test accuracy: 2.90%, Loss: 3.50530.
Epoch 23/100 done. Train accuracy: 5.70%, Test accuracy: 3.20%, Loss: 3.48168.
Epoch 24/100 done. Train accuracy: 5.81%, Test accuracy: 3.20%, Loss: 3.46693.
Epoch 25/100 done. Train accuracy: 5.70%, Test accuracy: 3.76%, Loss: 3.45066.
Epoch 26/100 done. Train accuracy: 5.98%, Test accuracy: 3.62%, Loss: 3.43423.
Epoch 27/100 done. Train accuracy: 6.51%, Test accuracy: 3.23%, Loss: 3.41722.
Epoch 28/100 done. Train accuracy: 6.63%, Test accuracy: 3.10%, Loss: 3.40114.
Epoch 29/100 done. Train accuracy: 6.66%, Test accuracy: 3.16%, Loss: 3.39587.
Epoch 30/100 done. Train accuracy: 7.05%, Test accuracy: 3.26%, Loss: 3.38497.
Epoch 31/100 done. Train accuracy: 6.94%, Test accuracy: 3.65%, Loss: 3.37276.
Epoch 32/100 done. Train accuracy: 6.86%, Test accuracy: 3.65%, Loss: 3.36213.
Epoch 33/100 done. Train accuracy: 6.95%, Test accuracy: 3.76%, Loss: 3.35049.
Epoch 34/100 done. Train accuracy: 7.63%, Test accuracy: 3.63%, Loss: 3.33555.
Epoch 35/100 done. Train accuracy: 7.49%, Test accuracy: 4.05%, Loss: 3.32156.
Epoch 36/100 done. Train accuracy: 7.58%, Test accuracy: 3.66%, Loss: 3.32252.
Epoch 37/100 done. Train accuracy: 8.03%, Test accuracy: 3.27%, Loss: 3.30824.
Epoch 38/100 done. Train accuracy: 8.13%, Test accuracy: 3.27%, Loss: 3.30422.
Epoch 39/100 done. Train accuracy: 8.52%, Test accuracy: 3.17%, Loss: 3.30006.
Epoch 40/100 done. Train accuracy: 8.63%, Test accuracy: 3.08%, Loss: 3.28414.
Epoch 41/100 done. Train accuracy: 8.60%, Test accuracy: 3.47%, Loss: 3.28791.
Epoch 42/100 done. Train accuracy: 9.12%, Test accuracy: 3.69%, Loss: 3.28210.
Epoch 43/100 done. Train accuracy: 9.13%, Test accuracy: 4.12%, Loss: 3.27735.
Epoch 44/100 done. Train accuracy: 9.92%, Test accuracy: 3.76%, Loss: 3.26303.
Epoch 45/100 done. Train accuracy: 10.14%, Test accuracy: 3.83%, Loss: 3.25704.
Epoch 46/100 done. Train accuracy: 10.13%, Test accuracy: 3.96%, Loss: 3.25101.
Epoch 47/100 done. Train accuracy: 10.15%, Test accuracy: 4.06%, Loss: 3.24432.
Epoch 48/100 done. Train accuracy: 10.59%, Test accuracy: 3.56%, Loss: 3.23471.
Epoch 49/100 done. Train accuracy: 10.85%, Test accuracy: 3.44%, Loss: 3.22742.
Epoch 50/100 done. Train accuracy: 11.34%, Test accuracy: 3.23%, Loss: 3.21983.
Epoch 51/100 done. Train accuracy: 11.59%, Test accuracy: 2.87%, Loss: 3.21094.
Epoch 52/100 done. Train accuracy: 11.14%, Test accuracy: 3.17%, Loss: 3.21333.
Epoch 53/100 done. Train accuracy: 11.37%, Test accuracy: 3.26%, Loss: 3.20924.
Epoch 54/100 done. Train accuracy: 11.31%, Test accuracy: 3.30%, Loss: 3.20085.
Epoch 55/100 done. Train accuracy: 11.53%, Test accuracy: 3.82%, Loss: 3.19045.
Epoch 56/100 done. Train accuracy: 12.08%, Test accuracy: 4.08%, Loss: 3.19057.
Epoch 57/100 done. Train accuracy: 12.29%, Test accuracy: 3.95%, Loss: 3.17241.
Epoch 58/100 done. Train accuracy: 13.25%, Test accuracy: 4.18%, Loss: 3.16389.
Epoch 59/100 done. Train accuracy: 12.58%, Test accuracy: 3.62%, Loss: 3.16339.
Epoch 60/100 done. Train accuracy: 12.61%, Test accuracy: 3.66%, Loss: 3.15603.
Epoch 61/100 done. Train accuracy: 13.29%, Test accuracy: 4.05%, Loss: 3.15154.
Epoch 62/100 done. Train accuracy: 13.01%, Test accuracy: 3.89%, Loss: 3.14191.
Epoch 63/100 done. Train accuracy: 13.20%, Test accuracy: 3.47%, Loss: 3.14114.
Epoch 64/100 done. Train accuracy: 13.14%, Test accuracy: 4.09%, Loss: 3.13277.
Epoch 65/100 done. Train accuracy: 13.16%, Test accuracy: 5.30%, Loss: 3.12793.
Epoch 66/100 done. Train accuracy: 14.09%, Test accuracy: 4.41%, Loss: 3.12089.
Epoch 67/100 done. Train accuracy: 14.98%, Test accuracy: 4.15%, Loss: 3.11000.
Epoch 68/100 done. Train accuracy: 14.20%, Test accuracy: 3.99%, Loss: 3.11004.
Epoch 69/100 done. Train accuracy: 14.62%, Test accuracy: 3.89%, Loss: 3.10072.
Epoch 70/100 done. Train accuracy: 15.06%, Test accuracy: 4.12%, Loss: 3.09115.
Epoch 71/100 done. Train accuracy: 14.61%, Test accuracy: 3.89%, Loss: 3.09299.
Epoch 72/100 done. Train accuracy: 15.01%, Test accuracy: 4.21%, Loss: 3.07327.
Epoch 73/100 done. Train accuracy: 15.67%, Test accuracy: 4.34%, Loss: 3.07002.
Epoch 74/100 done. Train accuracy: 15.78%, Test accuracy: 3.82%, Loss: 3.06223.
Epoch 75/100 done. Train accuracy: 16.00%, Test accuracy: 3.66%, Loss: 3.05617.
Epoch 76/100 done. Train accuracy: 16.63%, Test accuracy: 3.65%, Loss: 3.05054.
Epoch 77/100 done. Train accuracy: 16.31%, Test accuracy: 4.04%, Loss: 3.04484.
Epoch 78/100 done. Train accuracy: 16.81%, Test accuracy: 4.17%, Loss: 3.04144.
Epoch 79/100 done. Train accuracy: 16.90%, Test accuracy: 3.52%, Loss: 3.03123.
Epoch 80/100 done. Train accuracy: 17.38%, Test accuracy: 3.56%, Loss: 3.01877.
Epoch 81/100 done. Train accuracy: 17.91%, Test accuracy: 3.43%, Loss: 3.01466.
Epoch 82/100 done. Train accuracy: 18.00%, Test accuracy: 3.10%, Loss: 3.00881.
Epoch 83/100 done. Train accuracy: 18.09%, Test accuracy: 3.49%, Loss: 3.00026.
Epoch 84/100 done. Train accuracy: 18.30%, Test accuracy: 3.72%, Loss: 2.99761.
Epoch 85/100 done. Train accuracy: 18.51%, Test accuracy: 3.76%, Loss: 2.98606.
Epoch 86/100 done. Train accuracy: 18.53%, Test accuracy: 3.36%, Loss: 2.98754.
Epoch 87/100 done. Train accuracy: 18.77%, Test accuracy: 3.46%, Loss: 2.96910.
Epoch 88/100 done. Train accuracy: 18.67%, Test accuracy: 3.68%, Loss: 2.97118.
Epoch 89/100 done. Train accuracy: 19.18%, Test accuracy: 3.78%, Loss: 2.95101.
Epoch 90/100 done. Train accuracy: 19.14%, Test accuracy: 3.68%, Loss: 2.96034.
Epoch 91/100 done. Train accuracy: 19.44%, Test accuracy: 3.04%, Loss: 2.95210.
Epoch 92/100 done. Train accuracy: 19.65%, Test accuracy: 3.69%, Loss: 2.93895.
Epoch 93/100 done. Train accuracy: 19.82%, Test accuracy: 3.55%, Loss: 2.92958.
Epoch 94/100 done. Train accuracy: 19.73%, Test accuracy: 3.36%, Loss: 2.92376.
Epoch 95/100 done. Train accuracy: 20.50%, Test accuracy: 3.16%, Loss: 2.90687.
Epoch 96/100 done. Train accuracy: 20.69%, Test accuracy: 2.97%, Loss: 2.90559.
Epoch 97/100 done. Train accuracy: 20.97%, Test accuracy: 3.03%, Loss: 2.89946.
Epoch 98/100 done. Train accuracy: 21.16%, Test accuracy: 3.29%, Loss: 2.88861.
Epoch 99/100 done. Train accuracy: 21.11%, Test accuracy: 3.62%, Loss: 2.89393.
Epoch 100/100 done. Train accuracy: 21.31%, Test accuracy: 3.55%, Loss: 2.87124.

------------------------------------------------------------------------------------
Final results: 
Best training accuracy: 21.31% and according test accuracy: 3.55% at epoch: 100
Best test accuracy: 5.30% and according train accuracy: 13.16% at epoch: 65
------------------------------------------------------------------------------------
------------------------------------------------------------------------------------


Starting individual 3 of 10 in generation 1 of 100.
Epoch 1/100 done. Train accuracy: 3.90%, Test accuracy: 3.46%, Loss: 19.14865.
Epoch 2/100 done. Train accuracy: 4.06%, Test accuracy: 4.41%, Loss: 12.04069.
Epoch 3/100 done. Train accuracy: 3.95%, Test accuracy: 4.07%, Loss: 9.35766.
Epoch 4/100 done. Train accuracy: 3.55%, Test accuracy: 2.77%, Loss: 7.41904.
Epoch 5/100 done. Train accuracy: 3.51%, Test accuracy: 3.06%, Loss: 5.90841.
Epoch 6/100 done. Train accuracy: 4.10%, Test accuracy: 2.97%, Loss: 4.89275.
Epoch 7/100 done. Train accuracy: 3.70%, Test accuracy: 3.81%, Loss: 4.32423.
Epoch 8/100 done. Train accuracy: 3.90%, Test accuracy: 4.33%, Loss: 4.00673.
Epoch 9/100 done. Train accuracy: 4.31%, Test accuracy: 3.39%, Loss: 3.83320.
Epoch 10/100 done. Train accuracy: 4.31%, Test accuracy: 3.32%, Loss: 3.73706.
Epoch 11/100 done. Train accuracy: 4.07%, Test accuracy: 3.49%, Loss: 3.66562.
Epoch 12/100 done. Train accuracy: 4.46%, Test accuracy: 3.19%, Loss: 3.60901.
Epoch 13/100 done. Train accuracy: 4.90%, Test accuracy: 3.65%, Loss: 3.56829.
Epoch 14/100 done. Train accuracy: 4.85%, Test accuracy: 3.81%, Loss: 3.53130.
Epoch 15/100 done. Train accuracy: 4.81%, Test accuracy: 3.68%, Loss: 3.50169.
Epoch 16/100 done. Train accuracy: 5.08%, Test accuracy: 3.36%, Loss: 3.48013.
Epoch 17/100 done. Train accuracy: 5.47%, Test accuracy: 3.62%, Loss: 3.46045.
Epoch 18/100 done. Train accuracy: 5.10%, Test accuracy: 3.58%, Loss: 3.44491.
Epoch 19/100 done. Train accuracy: 5.58%, Test accuracy: 4.30%, Loss: 3.42823.
Epoch 20/100 done. Train accuracy: 5.87%, Test accuracy: 3.42%, Loss: 3.41445.
Epoch 21/100 done. Train accuracy: 5.55%, Test accuracy: 2.93%, Loss: 3.40580.
Epoch 22/100 done. Train accuracy: 5.85%, Test accuracy: 3.36%, Loss: 3.39285.
Epoch 23/100 done. Train accuracy: 6.01%, Test accuracy: 3.32%, Loss: 3.38191.
Epoch 24/100 done. Train accuracy: 5.95%, Test accuracy: 3.29%, Loss: 3.37682.
Epoch 25/100 done. Train accuracy: 6.28%, Test accuracy: 3.06%, Loss: 3.36710.
Epoch 26/100 done. Train accuracy: 6.47%, Test accuracy: 3.97%, Loss: 3.35952.
Epoch 27/100 done. Train accuracy: 6.84%, Test accuracy: 3.26%, Loss: 3.34905.
Epoch 28/100 done. Train accuracy: 7.08%, Test accuracy: 3.39%, Loss: 3.33762.
Epoch 29/100 done. Train accuracy: 7.14%, Test accuracy: 3.26%, Loss: 3.33562.
Epoch 30/100 done. Train accuracy: 6.85%, Test accuracy: 4.01%, Loss: 3.33124.
Epoch 31/100 done. Train accuracy: 7.63%, Test accuracy: 3.52%, Loss: 3.32471.
Epoch 32/100 done. Train accuracy: 7.79%, Test accuracy: 3.94%, Loss: 3.31985.
Epoch 33/100 done. Train accuracy: 8.00%, Test accuracy: 3.49%, Loss: 3.31193.
Epoch 34/100 done. Train accuracy: 8.52%, Test accuracy: 4.73%, Loss: 3.30546.
Epoch 35/100 done. Train accuracy: 8.76%, Test accuracy: 4.04%, Loss: 3.29292.
Epoch 36/100 done. Train accuracy: 8.39%, Test accuracy: 4.60%, Loss: 3.29480.
Epoch 37/100 done. Train accuracy: 8.56%, Test accuracy: 4.30%, Loss: 3.28873.
Epoch 38/100 done. Train accuracy: 8.94%, Test accuracy: 4.08%, Loss: 3.28098.
Epoch 39/100 done. Train accuracy: 8.53%, Test accuracy: 4.60%, Loss: 3.27774.
Epoch 40/100 done. Train accuracy: 9.06%, Test accuracy: 4.54%, Loss: 3.27585.
Epoch 41/100 done. Train accuracy: 9.17%, Test accuracy: 3.72%, Loss: 3.27350.
Epoch 42/100 done. Train accuracy: 9.45%, Test accuracy: 3.62%, Loss: 3.26596.
Epoch 43/100 done. Train accuracy: 9.72%, Test accuracy: 4.04%, Loss: 3.25759.
Epoch 44/100 done. Train accuracy: 10.16%, Test accuracy: 4.41%, Loss: 3.25050.
Epoch 45/100 done. Train accuracy: 10.40%, Test accuracy: 4.57%, Loss: 3.24476.
Epoch 46/100 done. Train accuracy: 9.81%, Test accuracy: 4.67%, Loss: 3.24053.
Epoch 47/100 done. Train accuracy: 10.26%, Test accuracy: 4.37%, Loss: 3.22643.
Epoch 48/100 done. Train accuracy: 10.43%, Test accuracy: 4.60%, Loss: 3.22772.
Epoch 49/100 done. Train accuracy: 10.79%, Test accuracy: 4.24%, Loss: 3.21601.
Epoch 50/100 done. Train accuracy: 10.84%, Test accuracy: 4.11%, Loss: 3.20976.
Epoch 51/100 done. Train accuracy: 11.35%, Test accuracy: 3.68%, Loss: 3.20059.
Epoch 52/100 done. Train accuracy: 11.33%, Test accuracy: 4.47%, Loss: 3.20305.
Epoch 53/100 done. Train accuracy: 11.59%, Test accuracy: 3.85%, Loss: 3.19619.
Epoch 54/100 done. Train accuracy: 11.70%, Test accuracy: 4.17%, Loss: 3.18704.
Epoch 55/100 done. Train accuracy: 11.93%, Test accuracy: 3.62%, Loss: 3.18319.
Epoch 56/100 done. Train accuracy: 12.66%, Test accuracy: 3.98%, Loss: 3.16966.
Epoch 57/100 done. Train accuracy: 13.05%, Test accuracy: 4.30%, Loss: 3.16080.
Epoch 58/100 done. Train accuracy: 13.61%, Test accuracy: 4.70%, Loss: 3.15855.
Epoch 59/100 done. Train accuracy: 13.47%, Test accuracy: 4.28%, Loss: 3.15161.
Epoch 60/100 done. Train accuracy: 13.33%, Test accuracy: 4.43%, Loss: 3.14417.
Epoch 61/100 done. Train accuracy: 13.68%, Test accuracy: 3.85%, Loss: 3.13115.
Epoch 62/100 done. Train accuracy: 13.98%, Test accuracy: 4.04%, Loss: 3.11814.
Epoch 63/100 done. Train accuracy: 14.42%, Test accuracy: 4.27%, Loss: 3.10895.
Epoch 64/100 done. Train accuracy: 14.78%, Test accuracy: 4.76%, Loss: 3.10138.
Epoch 65/100 done. Train accuracy: 15.06%, Test accuracy: 4.24%, Loss: 3.09270.
Epoch 66/100 done. Train accuracy: 15.39%, Test accuracy: 3.65%, Loss: 3.09171.
Epoch 67/100 done. Train accuracy: 15.47%, Test accuracy: 4.37%, Loss: 3.07906.
Epoch 68/100 done. Train accuracy: 16.00%, Test accuracy: 4.30%, Loss: 3.07534.
Epoch 69/100 done. Train accuracy: 15.99%, Test accuracy: 4.50%, Loss: 3.07010.
Epoch 70/100 done. Train accuracy: 15.92%, Test accuracy: 3.82%, Loss: 3.06255.
Epoch 71/100 done. Train accuracy: 16.59%, Test accuracy: 4.11%, Loss: 3.04911.
Epoch 72/100 done. Train accuracy: 16.50%, Test accuracy: 3.71%, Loss: 3.05289.
Epoch 73/100 done. Train accuracy: 16.97%, Test accuracy: 4.07%, Loss: 3.04072.
Epoch 74/100 done. Train accuracy: 17.05%, Test accuracy: 4.73%, Loss: 3.03521.
Epoch 75/100 done. Train accuracy: 17.37%, Test accuracy: 3.59%, Loss: 3.02069.
Epoch 76/100 done. Train accuracy: 17.18%, Test accuracy: 3.26%, Loss: 3.01518.
Epoch 77/100 done. Train accuracy: 17.63%, Test accuracy: 4.41%, Loss: 3.01449.
Epoch 78/100 done. Train accuracy: 18.02%, Test accuracy: 3.45%, Loss: 2.99537.
Epoch 79/100 done. Train accuracy: 17.89%, Test accuracy: 4.14%, Loss: 2.98282.
Epoch 80/100 done. Train accuracy: 18.77%, Test accuracy: 3.59%, Loss: 2.97460.
